0	chr1	3412117	0	0	chr1	49503317	1
0	chr1	3488322	0	0	chr1	3560045	1
0	chr1	3989339	0	0	chr1	4090469	1
0	chr1	4154236	0	0	chr1	4156989	1
0	chr1	4410703	0	0	chr1	4421906	1
0	chr1	4797689	0	0	chr1	39736996	1
0	chr1	4985022	0	0	chr1	186621591	1
0	chr1	5496443	0	0	chr1	20718264	1
0	chr1	5877542	0	0	chr1	12094333	1
0	chr1	5879462	0	0	chr1	9347435	1
0	chr1	6102397	0	0	chr1	41652708	1
0	chr1	6333207	0	0	chr1	7871824	1
0	chr1	6337341	0	0	chr1	41111783	1
0	chr1	6427959	0	0	chr1	13059423	1
0	chr1	6761880	0	0	chr1	13047687	1
0	chr1	6772620	0	0	chr1	6788355	1
0	chr1	6904826	0	0	chr1	21386565	1
0	chr1	6996306	0	0	chr1	6997922	1
0	chr1	7024347	0	0	chr1	7028774	1
0	chr1	7230443	0	0	chr1	7243490	1
0	chr1	7259874	0	0	chr1	7682484	1
0	chr1	7275000	0	0	chr1	7357997	1
0	chr1	7707016	0	0	chr1	7708235	1
0	chr1	7879030	0	0	chr1	7890559	1
0	chr1	8298727	0	0	chr1	8364663	1
0	chr1	8315578	0	0	chr1	8345299	1
0	chr1	9718040	0	0	chr1	9730700	1
0	chr1	9762935	0	0	chr1	34530546	1
0	chr1	10614206	0	0	chr1	35176453	1
0	chr1	10672868	0	0	chr1	11555515	1
0	chr1	11468285	0	0	chr1	49789942	1
0	chr1	11946410	0	0	chr1	12388087	1
0	chr1	12655212	0	0	chr1	31171611	1
0	chr1	12655297	0	0	chr1	31171609	1
0	chr1	12771888	0	0	chr1	30632635	1
0	chr1	12864994	0	0	chr1	14265505	1
0	chr1	13114659	0	0	chr1	14456156	1
0	chr1	13217506	0	0	chr1	13225984	1
0	chr1	13783476	0	0	chr1	13803635	1
0	chr1	13954151	0	0	chr1	33543148	1
0	chr1	14124122	0	0	chr1	33360026	1
0	chr1	14482818	0	0	chr1	14525074	1
0	chr1	14936970	0	0	chr1	30924720	1
0	chr1	15210858	0	0	chr1	19806561	1
0	chr1	15338195	0	0	chr1	15340710	1
0	chr1	15447472	0	0	chr1	16774584	1
0	chr1	15521645	0	0	chr1	15623211	1
0	chr1	15659512	0	0	chr1	107079360	1
0	chr1	15665502	0	0	chr1	137590367	1
0	chr1	15717106	0	0	chr1	107008789	1
